senderAddress,text,label
QP-HDFCBK,HDFC Bank: Rs 500.00 debited from a/c **6219 on 26-02-22 to VPA shadowfax@icici(UPI Ref No 205729242208). Not you? Call on 18002586161 to report,
QP-HDFCBK,HDFC Bank: Rs 100.00 debited from a/c **6219 on 25-02-22 to VPA shadowfax@icici(UPI Ref No 205628295479). Not you? Call on 18002586161 to report,
QP-HDFCBK,HDFC Bank: Rs 50.00 debited from a/c **6219 on 25-02-22 to VPA shadowfax@icici(UPI Ref No 205628270778). Not you? Call on 18002586161 to report,
QP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 107.00 on 24-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 205522390357) Available bal: INR 2,131.03",
QP-HDFCBK,HDFC Bank: Rs 500.00 debited from a/c **6219 on 24-02-22 to VPA shadowfax@icici(UPI Ref No 205522580748). Not you? Call on 18002586161 to report,
QP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 94.00 on 23-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 205419993129) Available bal: INR 3,589.57",
QP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 78.00 on 23-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 205417127046) Available bal: INR 4,495.57",
QP-HDFCBK,HDFC Bank: Rs 700.00 debited from a/c **6219 on 22-02-22 to VPA shadowfax@icici(UPI Ref No 205318799070). Not you? Call on 18002586161 to report,
CP-HDFCBK,HDFC Bank: Rs 1000.00 debited from a/c **6219 on 22-02-22 to VPA shadowfax@icici(UPI Ref No 205309584016). Not you? Call on 18002586161 to report,
QP-HDFCBK,HDFC Bank: Rs 1000.00 debited from a/c **6219 on 21-02-22 to VPA shadowfax@icici(UPI Ref No 205203817041). Not you? Call on 18002586161 to report,
QP-HDFCBK,HDFC Bank: Rs 500.00 debited from a/c **6219 on 20-02-22 to VPA shadowfax@icici(UPI Ref No 205195605094). Not you? Call on 18002586161 to report,
QP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 120.00 on 20-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 205118849996) Available bal: INR 9,556.57",
CP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 92.00 on 17-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 204817882004) Available bal: INR 9,867.57",
AD-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 4,990.00 on 15-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 204617330273) Available bal: INR 11,389.57",
AX-HDFCBK,HDFC Bank: Rs 500.00 debited from a/c **6219 on 15-02-22 to VPA shadowfax@icici(UPI Ref No 204611487730). Not you? Call on 18002586161 to report,
AD-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 111.00 on 14-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 204519314632) Available bal: INR 7,208.57",
CP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 290.00 on 14-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 204516141085) Available bal: INR 7,497.57",
CP-HDFCBK,HDFC Bank: Rs 700.00 debited from a/c **6219 on 14-02-22 to VPA shadowfax@icici(UPI Ref No 204591585814). Not you? Call on 18002586161 to report,
AD-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 422.00 on 14-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 204514432765) Available bal: INR 7,907.57",
CP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 88.00 on 14-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 204513277120) Available bal: INR 7,485.57",
AX-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 240.00 on 14-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 204513163793) Available bal: INR 7,397.57",
AX-HDFCBK,HDFC Bank: Rs 700.00 debited from a/c **6219 on 14-02-22 to VPA shadowfax@icici(UPI Ref No 204590198258). Not you? Call on 18002586161 to report,
QP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 87.00 on 09-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 204021503259) Available bal: INR 3,856.57",
QP-HDFCBK,HDFC Bank: Rs 944.00 debited from a/c **6219 on 08-02-22 to VPA shadowfax@icici(UPI Ref No 203971312686). Not you? Call on 18002586161 to report,
QP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 218.00 on 08-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 203917436818) Available bal: INR 5,513.57",
QP-HDFCBK,HDFC Bank: Rs 100.00 debited from a/c **6219 on 08-02-22 to VPA shadowfax@icici(UPI Ref No 203963223417). Not you? Call on 18002586161 to report,
QP-HDFCBK,HDFC Bank: Rs 400.00 debited from a/c **6219 on 07-02-22 to VPA shadowfax@icici(UPI Ref No 203856778864). Not you? Call on 18002586161 to report,
QP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 9.00 on 07-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 203817606121) Available bal: INR 5,725.57",
QP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 121.00 on 07-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 203817296390) Available bal: INR 5,536.57",
QP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 270.00 on 06-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 203721173312) Available bal: INR 6,415.57",
QP-HDFCBK,HDFC Bank: Rs 1000.00 debited from a/c **6219 on 06-02-22 to VPA shadowfax@icici(UPI Ref No 203739409156). Not you? Call on 18002586161 to report,
QP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 129.00 on 06-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 203718914045) Available bal: INR 7,145.57",
QP-HDFCBK,HDFC Bank: Rs 300.00 debited from a/c **6219 on 06-02-22 to VPA shadowfax@icici(UPI Ref No 203731730196). Not you? Call on 18002586161 to report,
QP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 100.00 on 05-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 203622071417) Available bal: INR 8,316.57",
QP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 100.00 on 05-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 203622071417) Available bal: INR 8,316.57",
QP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 1.00 on 05-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 203615112985) Available bal: INR 8,467.57",
QP-HDFCBK,HDFC Bank: Rs 300.00 debited from a/c **6219 on 04-02-22 to VPA shadowfax@icici(UPI Ref No 203502656928). Not you? Call on 18002586161 to report,
QP-HDFCBK,HDFC Bank: Rs 300.00 debited from a/c **6219 on 03-02-22 to VPA shadowfax@icici(UPI Ref No 203487821674). Not you? Call on 18002586161 to report,
VK-HDFCBK,"UPDATE: INR 50,000.00 debited from HDFC Bank XX0930 on 03-FEB-22. Info: 2356/1124, RAM SINGH - CASH W/D - MANAULI. Avl bal:INR 92,761.44",
QP-HDFCBK,HDFC Bank: Rs 300.00 debited from a/c **6219 on 02-02-22 to VPA shadowfax@icici(UPI Ref No 203351078176). Not you? Call on 18002586161 to report,
PSBANK,"PSB000000000053916
A/c No **2533 Credited with Rs 988.95--NEFT/N024220977277032/RZPX PVT LTD (CLR BAL 20192.14CR)(24-01-2022 16:38:17)-Punjab&Sind Bank",
PSBANK,"PSB000000000053916
A/c No **2533 Credited with Rs 988.95--NEFT/N024220977277032/RZPX PVT LTD (CLR BAL 20192.14CR)(24-01-2022 16:38:17)-Punjab&Sind Bank",
PSBANK,"PSB000000000346956
A/c No **2533 Credited with Rs 2534--Cr-IMPS :P2A (CLR BAL 11556.19CR)(14-01-2022 12:26:29)-Punjab&Sind Bank",
PSBANK,"PSB000000000174309
A/c No **2533 Credited with Rs 1399--Cr-IMPS :P2A (CLR BAL 9022.19CR)(12-01-2022 14:40:17)-Punjab&Sind Bank",
QP-HDFCBK,"UPDATE: INR 1,00,000.00 debited from HDFC Bank XX0930 on 07-JAN-22. Info: WITHDRAWAL SLIP NO. 2356/1119 - CASH W/D - MANAULI. Avl bal:INR 1,42,761.44
",
AX-PSBANK,"PSB000000000391808
A/c No **2045 Credited with Rs 182--Cr-IMPS :P2A/BUNDL TECN/ (CLR BAL 2027.64CR)(01-01-2022 12:15:04)-Punjab&Sind Bank",
AX-PSBANK,"PSB000000000072488
A/c No **2045 Credited with Rs 8.79--P122103E94672 IOAP34D IOCL LPG (CLR BAL 2271.64CR)(31-12-2021 14:38:37)-Punjab&Sind Bank",
PSBANK,"PSB000000000072488
A/c No **2045 Credited with Rs 8.79--P122103E94672 IOAP34D IOCL LPG (CLR BAL 2271.64CR)(31-12-2021 14:38:37)-Punjab&Sind Bank",
AX-PSBANK,"PSB000000000666599
If TXN PSB000000000666599 with (Rs.800) is Unauthorized Plz send ""BLOCK space 14-Digit A/c"" or ""BLOCK space ALL"" to 8828837411 to Debit Freeze your A/cs(30-12-2021 17:30:28)-Punjab&Sind Bank",
AX-PSBANK,"PSB000000000666599
A/c No **2045 Debited  with Rs 800-- BY ATM POS/46079415/17:30:28/136417269032 (CLR BAL 2501.85CR)(30-12-2021 17:30:28)-Punjab&Sind Bank",
PSBANK,"PSB000000000950185
A/c No **2045 Credited with Rs 3223--NEFT/SIN31702R9483072/M/S BUNDL TECHNOLOGI (CLR BAL 21427.85CR)(29-12-2021 08:09:17)-Punjab&Sind Bank",
PSBANK,"PSB000000000107357
A/c No **2045 Credited with Rs 100--Cr-IMPS :P2A/BUNDL TECN/ (CLR BAL 19972.85CR)(26-12-2021 18:11:08)-Punjab&Sind Bank",
AD-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 1.00 on 25-12-21 by A/c linked to mobile no XX3751 (IMPS Ref No. 135918160392) Available bal: INR 5,751.00",
JD-PSBANK,"PSB000000000534607
A/c No **2045 Credited with Rs 110--Cr-IMPS :P2A/BUNDL TECN/ (CLR BAL 18096.1CR)(21-12-2021 17:01:43)-Punjab&Sind Bank",
PSBANK,"PSB000000000792359
A/c No **2045 Credited with Rs 100--Cr-IMPS :P2A/BUNDL TECN/ (CLR BAL 19706.1CR)(16-12-2021 12:52:12)-Punjab&Sind Bank",
PSBANK,"PSB000000000742614
A/c No **2045 Credited with Rs 5714--NEFT/SIN31702R8535162/M/S BUNDL TECHNOLOGI (CLR BAL 19606.1CR)(15-12-2021 07:54:26)-Punjab&Sind Bank",
TM-PSBANK,"PSB000000000699336
A/c No **2045 Credited with Rs 3.75--Txndt-09.12.21-1343171042 (CLR BAL 13886.1CR)(14-12-2021 13:51:14)-Punjab&Sind Bank",
PSBANK,"PSB000000000698529
A/c No **2045 Credited with Rs 6.01--TXNDT/W01/05-12-2021/REF/ (CLR BAL 95374.8CR)(09-12-2021 14:58:12)-Punjab&Sind Bank",
PSBANK,"PSB000000000844524
A/c No **2045 Credited with Rs 2.25--TXNDT/W01/04-12-2021/REF/ (CLR BAL 95377.05CR)(09-12-2021 16:05:45)-Punjab&Sind Bank",
PSBANK,"PSB000000000707327
A/c No **2045 Credited with Rs 100--Cr-IMPS :P2A/BUNDL TECN/ (CLR BAL 94687.66CR)(02-12-2021 16:54:35)-Punjab&Sind Bank",
PSBANK,"PSB000000000999330
A/c No **2045 Credited with Rs 3.75--26-11-2021 (CLR BAL 94742.66CR)(01-12-2021 15:25:12)-Punjab&Sind Bank",
PSBANK,"PSB000000000477790
A/c No **2045 Credited with Rs 3.75--23-11-2021 (CLR BAL 94559.91CR)(01-12-2021 11:50:43)-Punjab&Sind Bank",
PSBANK,"PSB000000000865118
A/c No **2045 Credited with Rs 750-- BY MOBILE Cr-IMPS :P2A/004705012063/BUNDL TECNOLOGIES PV (CLR BAL 93543.91CR)(29-11-2021 17:47:57)-Punjab&Sind Bank",
PSBANK,"PSB000000000546398
A/c No **2045 Credited with Rs 640-- BY MOBILE Cr-IMPS :P2A/004705012063/BUNDL TECNOLOGIES PV (CLR BAL 93433.91CR)(29-11-2021 15:37:23)-Punjab&Sind Bank",
PSBANK,"PSB000000000720780
A/c No **2045 Credited with Rs 96--REVL/132908626740/F02/25112021 (CLR BAL 91438.91CR)(26-11-2021 18:51:14)-Punjab&Sind Bank",
PSBANK,"PSB000000000038792
A/c No **2045 Credited with Rs 83--UPI/CR/132893209498/swiggyupi/ICIC/004705012063 (CLR BAL 88371.91CR)(24-11-2021 11:43:12)-Punjab&Sind Bank",
PSBANK,"PSB000000000988652
A/c No **2045 Credited with Rs 100-- BY MOBILE Cr-IMPS :P2A/004705012063/BUNDL TECNOLOGIES PV (CLR BAL 89288.91CR)(23-11-2021 14:31:13)-Punjab&Sind Bank",
PSBANK,"PSB000000000809026
A/c No **2045 Credited with Rs 4.5--16-11-2021 (CLR BAL 89628.91CR)(20-11-2021 17:30:49)-Punjab&Sind Bank",
PSBANK,"PSB000000000555418
A/c No **2045 Credited with Rs 3.75--14-11-2021 (CLR BAL 90088.66CR)(18-11-2021 13:04:32)-Punjab&Sind Bank",
PSBANK,"PSB000000000021586
A/c No **2045 Credited with Rs 300-- BY MOBILE Cr-IMPS :P2A/004705012063/BUNDL TECNOLOGIES PV (CLR BAL 89963.91CR)(17-11-2021 13:40:56)-Punjab&Sind Bank",
PSBANK,"PSB000000000902237
A/c No **2045 Credited with Rs 5929--NEFT/SIN31702R6660940/M/S BUNDL TECHNOLOGI (CLR BAL 89663.91CR)(17-11-2021 12:48:34)-Punjab&Sind Bank",
PSBANK,"PSB000000000444215
A/c No **2045 Credited with Rs 5--UPI/CR/132190822937/GOOGLEPAY/UTIB/917020028084 (CLR BAL 83734.91CR)(17-11-2021 08:02:47)-Punjab&Sind Bank",
PSBANK,"PSB000000000104177
A/c No **2045 Credited with Rs 80-- BY MOBILE Cr-IMPS :P2A/004705012063/BUNDL TECNOLOGIES PV (CLR BAL 83463.91CR)(16-11-2021 12:12:10)-Punjab&Sind Bank",
TM-PSBANK,"PSB000000000683305
A/c No **2045 Credited with Rs 170-- BY MOBILE Cr-IMPS :P2A/004705012063/BUNDL TECNOLOGIES PV (CLR BAL 83383.91CR)(14-11-2021 16:46:02)-Punjab&Sind Bank",
PSBANK,"PSB000000000713158
A/c No **2045 Credited with Rs 60-- BY MOBILE Cr-IMPS :P2A/073429920001/BUNDL TECHNOLOGIES P (CLR BAL 85371.91CR)(12-11-2021 12:35:22)-Punjab&Sind Bank",
PSBANK,"PSB000000000711390
A/c No **2045 Credited with Rs 60-- BY MOBILE Cr-IMPS :P2A/004705012063/BUNDL TECNOLOGIES PV (CLR BAL 85311.91CR)(12-11-2021 12:34:38)-Punjab&Sind Bank",
PSBANK,"PSB000000000499807
A/c No **2045 Credited with Rs 650--UPI/CR/131520785085/swiggyupi/ICIC/004705012063 (CLR BAL 85539.91CR)(11-11-2021 15:32:05)-Punjab&Sind Bank",
PSBANK,"PSB000000000380708
A/c No **2045 Credited with Rs 11--UPI/CR/130289872789/GOOGLEPAY/UTIB/917020028084 (CLR BAL 50465.81CR)(29-10-2021 15:17:29)-Punjab&Sind Bank",
PSBANK,"PSB000000000861685
A/c No **2045 Credited with Rs 50000-- BY MOBILE Cr-IMPS :P2A/918020110872063/GOOGLEINDIADIGITAL (CLR BAL 50544.02CR)(23-10-2021 00:50:26)-Punjab&Sind Bank",
AD-HDFCBK,"UPDATE: INR 5,00,000.00 debited from HDFC Bank XX3594 on 14-OCT-21. Info: LOOSE LEAF-477 RAM SINGH S/O DEV RAJ - CASH W/D - KAMBALA. Avl bal:INR 10,29,659.20
",
AD-HDFCBK,"UPDATE: INR 5,26,000.00 debited from HDFC Bank XX3594 on 13-OCT-21. Info: FT - Dr - XXXXXXXXXX4398 - SARABJIT KAUR. Avl bal:INR 15,29,659.20
",
QP-HDFCBK,"UPDATE: INR 49,50,000.00 debited from HDFC Bank XX3594 on 13-OCT-21. Info: FT - Dr - XXXXXXXXXX6521 - PIRATPAL KAUR. Avl bal:INR 20,55,659.20",
AD-HDFCBK,"UPDATE: INR 11,800.00 debited from HDFC Bank XX3594 on 16-SEP-21. Info: MC CHARGES INCL GST 080921. Avl bal:INR 69,13,598.20
",
AX-HDFCBK,"UPDATE: INR 42,00,000.00 debited from HDFC Bank XX3594 on 08-SEP-21. Info: MC Issued - KAMBALA - 901112000563 -  - KIRPAL SINGH. Avl bal:INR 69,75,398.20
",
JD-HDFCBK,"UPDATE: Your A/c XX0930 credited with INR 1.00 on 02-09-21 by A/c linked to mobile no XX3751 (IMPS Ref No. 124512161826) Available bal: INR 1,19,181.98",
JK-HDFCBK,"UPDATE: INR 2,00,000.00 debited from HDFC Bank XX0930 on 27-AUG-21. Info: 2356/1107, RAM SINGH - CASH W/D - MANAULI. Avl bal:INR 1,20,065.98
",
PSBANK,"PSB000000000506905
A/c No **2045 Credited with Rs 100--UPI/CR/123837411455/SAKSHAM VERMA/PYTM/91988803 (CLR BAL 30225.43CR)(26-08-2021 16:49:38)-Punjab&Sind Bank",
PSBANK,"PSB000000000860839
A/c No **2045 Credited with Rs 7.5--18-08-2021 (CLR BAL 27129.43CR)(24-08-2021 13:43:59)-Punjab&Sind Bank",
PSBANK,"PSB000000000824999
A/c No **2045 Credited with Rs 6.38--14-08-2021 (CLR BAL 27121.93CR)(23-08-2021 15:14:04)-Punjab&Sind Bank",
PSBANK,"PSB000000000750966
A/c No **2045 Credited with Rs 5770--NEFT/SIN31702R1041672/M/S BUNDL TECHNOLOGI (CLR BAL 26839.55CR)(19-08-2021 08:06:12)-Punjab&Sind Bank",
JD-HDFCBK,"UPDATE: INR 40,000.00 debited from HDFC Bank XX0930 on 16-AUG-21. Info: FT -KULWINDER SINGH Dr - XXXXXXXXXX0511 - KULWINDER SINGH. Avl bal:INR 2,70,065.98",
JD-HDFCBK,"UPDATE: INR 5,00,000.00 debited from HDFC Bank XX3594 on 16-AUG-21. Info: FT - Dr - XXXXXXXXXX5201 - SURJAN SINGH. Avl bal:INR 1,12,75,398.20",
PSBANK,"PSB000000000192070
A/c No **2045 Credited with Rs 6.38--07-08-2021 (CLR BAL 38328.55CR)(13-08-2021 13:24:22)-Punjab&Sind Bank",
PSBANK,"PSB000000000186044
A/c No **2045 Credited with Rs 386--REVL/122019922305/F02/08082021 (CLR BAL 29057.17CR)(10-08-2021 13:06:33)-Punjab&Sind Bank",
PSBANK,"PSB000000000940383
A/c No **2045 Credited with Rs 105-- BY MOBILE Cr-IMPS :P2A/918020110872063/GOOGLEINDIADIGITAL (CLR BAL 28794.17CR)(09-08-2021 09:47:14)-Punjab&Sind Bank",
PSBANK,"PSB000000000137589
A/c No **2045 Credited with Rs 5--UPI/CR/121917429840/GOOGLEPAY/UTIB/917020028084 (CLR BAL 28689.17CR)(07-08-2021 17:41:17)-Punjab&Sind Bank",
PSBANK,"PSB000000000314617
A/c No **2045 Credited with Rs 6.08--30-07-2021 (CLR BAL 36204.17CR)(06-08-2021 11:42:56)-Punjab&Sind Bank",
PSBANK,"PSB000000000723539
A/c No **2045 Credited with Rs 1639--UPI/CR/121787257742/swiggyupi/ICIC/004705012063 (CLR BAL 37415.09CR)(05-08-2021 18:14:08)-Punjab&Sind Bank",
MD-HDFCBK,"UPDATE: INR 52,250.00 debited from HDFC Bank XX0930 on 05-AUG-21. Info: HLICCON - 1100069049207 - By Funds Transfer. Avl bal:INR 4,60,065.98",
PSBANK,"PSB000000000569510
A/c No **2045 Credited with Rs 5--UPI/CR/121608206514/GOOGLEPAY/UTIB/917020028084 (CLR BAL 38622.09CR)(04-08-2021 08:29:00)-Punjab&Sind Bank",
PSBANK,"PSB000000000949366
A/c No **2045 Credited with Rs 511--UPI/CR/121558217578/swiggyupi/ICIC/004705012063 (CLR BAL 27490.09CR)(03-08-2021 15:05:30)-Punjab&Sind Bank",
PSBANK,"PSB000000000289778
A/c No **2045 Credited with Rs 451-- BY MOBILE Cr-IMPS :P2A/918020110872063/GOOGLEINDIADIGITAL (CLR BAL 26979.09CR)(03-08-2021 00:49:55)-Punjab&Sind Bank",
PSBANK,"PSB000000000216937
A/c No **2045 Credited with Rs 613-- BY MOBILE Cr-IMPS :P2A/918020110872063/GOOGLEINDIADIGITAL (CLR BAL 33047.09CR)(01-08-2021 01:31:30)-Punjab&Sind Bank",
PSBANK,"PSB000000000173680
A/c No **2045 Credited with Rs 100--UPI/CR/121094871690/swiggyupi/ICIC/004705012063 (CLR BAL 33732.09CR)(29-07-2021 16:55:28)-Punjab&Sind Bank",
PSBANK,"PSB000000000915705
A/c No **2045 Credited with Rs 3539--NEFT/SIN31702R9793601/M/S BUNDL TECHNOLOGI (CLR BAL 33013.09CR)(28-07-2021 16:53:31)-Punjab&Sind Bank",
PSBANK,"PSB000000000417339
A/c No **2045 Credited with Rs 100--UPI/CR/120980240415/swiggyupi/ICIC/004705012063 (CLR BAL 29474.09CR)(28-07-2021 12:19:27)-Punjab&Sind Bank",
PSBANK,"PSB000000000749126
A/c No **2045 Credited with Rs 130--REVL/120701683045/F02/26072021 (CLR BAL 28810.09CR)(27-07-2021 17:28:34)-Punjab&Sind Bank",
PSBANK,"PSB000000000609403
A/c No **2045 Credited with Rs 425--REVL/120602251217/F02/25072021 (CLR BAL 28680.09CR)(27-07-2021 16:09:43)-Punjab&Sind Bank",
PSBANK,"PSB000000000593161
A/c No **2045 Credited with Rs 5--UPI/CR/120816658441/GOOGLEPAY/UTIB/917020028084 (CLR BAL 28255.09CR)(27-07-2021 16:01:32)-Punjab&Sind Bank",
PSBANK,"PSB000000000592878
A/c No **2045 Credited with Rs 5--UPI/CR/120816654307/GOOGLEPAY/UTIB/917020028084 (CLR BAL 28250.09CR)(27-07-2021 16:01:22)-Punjab&Sind Bank",
PSBANK,"PSB000000000280484
A/c No **2045 Credited with Rs 5--UPI/CR/120616258255/GOOGLEPAY/UTIB/917020028084 (CLR BAL 30168.09CR)(25-07-2021 16:55:19)-Punjab&Sind Bank",
PSBANK,"PSB000000000951324
A/c No **2045 Credited with Rs 5--UPI/CR/120608984196/GOOGLEPAY/UTIB/917020028084 (CLR BAL 30963.09CR)(25-07-2021 08:23:43)-Punjab&Sind Bank",
PSBANK,"PSB000000000544535
A/c No **2045 Credited with Rs 100--UPI/CR/120537790459/swiggyupi/ICIC/004705012063 (CLR BAL 32952.09CR)(24-07-2021 14:52:55)-Punjab&Sind Bank",
PSBANK,"PSB000000000850509
A/c No **2045 Credited with Rs 4.5--17-07-2021 (CLR BAL 32852.09CR)(23-07-2021 16:58:22)-Punjab&Sind Bank",
PSBANK,"PSB000000000391813
A/c No **2045 Credited with Rs 3613--NEFT/SIN31702R9360284/M/S BUNDL TECHNOLOGI (CLR BAL 32750.59CR)(21-07-2021 14:46:01)-Punjab&Sind Bank",
PSBANK,"PSB000000000529372
A/c No **2045 Credited with Rs 5--UPI/CR/120008658535/GOOGLEPAY/UTIB/917020028084 (CLR BAL 30491.59CR)(19-07-2021 08:28:23)-Punjab&Sind Bank",
PSBANK,"PSB000000000660666
A/c No **2045 Credited with Rs 5--UPI/CR/119900316680/GOOGLEPAY/UTIB/917020028084 (CLR BAL 29835.59CR)(18-07-2021 00:45:29)-Punjab&Sind Bank",
PSBANK,"PSB000000000660660
A/c No **2045 Credited with Rs 5--UPI/CR/119900316104/GOOGLEPAY/UTIB/917020028084 (CLR BAL 29830.59CR)(18-07-2021 00:45:22)-Punjab&Sind Bank",
